"id","college","income","overage","leftover","house","handset_price","over_15mins_calls_per_month","average_call_duration","reported_satisfaction","reported_usage_level","considering_change_of_plan","leave"
10398,NA,81839,60,0,432883,380,4,11,"avg","little","no","STAY"
7952,"one",34454,182,88,688608,207,27,2,NA,"very_high","no","STAY"
1106,"one",43781,50,15,803627,168,3,6,"very_sat","high","perhaps","STAY"
4697,"zero",71531,220,0,204287,434,28,11,"very_unsat","very_high","no","STAY"
7156,"one",113655,192,11,226950,892,29,5,"very_unsat","little",NA,"LEAVE"
8726,"zero",29338,43,22,164753,133,3,6,"very_unsat","high","considering","STAY"
8495,"one",80732,220,0,421534,320,20,8,"very_unsat","little","perhaps","LEAVE"
10260,"zero",91168,186,0,901132,143,1,13,"very_unsat",NA,"actively_looking_into_it","STAY"
10213,"one",84680,65,0,464392,393,4,9,"very_unsat","little","considering","STAY"
7269,"one",33233,220,67,997817,655,22,2,"very_unsat","little","considering","STAY"
544,"zero",51515,228,18,197285,336,21,6,"unsat","high","considering","LEAVE"
2815,"one",80079,211,79,429735,346,29,1,NA,NA,"considering","STAY"
7827,"one",49114,237,85,696823,197,1,1,"unsat","little","considering","LEAVE"
3658,"zero",NA,185,0,222000,835,28,NA,"very_unsat","little",NA,"STAY"
3914,"zero",116853,202,70,229874,500,13,2,NA,"high","no","LEAVE"
4687,"zero",NA,41,9,541055,851,3,5,"very_sat","very_high",NA,"LEAVE"
8040,"zero",24827,179,72,246542,144,29,1,"very_unsat","very_high",NA,"LEAVE"
4222,"one",NA,183,11,NA,367,19,5,"very_sat","little","considering","STAY"
1300,"one",125587,31,40,362455,429,3,1,"very_unsat","very_high","considering","STAY"
6723,"zero",133088,31,0,544316,405,5,14,"sat","very_high","no","STAY"
1051,"one",NA,188,17,NA,339,23,4,"very_unsat","little","considering","STAY"
4851,"one",38376,66,18,186270,635,4,4,"very_unsat","little","considering","STAY"
7437,"zero",29288,245,0,839167,222,11,9,"unsat","little","no","STAY"
1172,"one",87970,141,86,274488,379,25,1,"unsat",NA,"considering","STAY"
8619,"zero",20878,46,NA,610202,412,4,1,"very_sat",NA,"actively_looking_into_it","STAY"
10530,"one",81538,229,76,863186,268,25,1,"sat","little","considering","STAY"
4106,"zero",42364,78,0,712676,181,3,NA,"very_unsat","little","never_thought","STAY"
1893,"zero",44074,48,50,676678,131,12,NA,"very_unsat","very_high","no","STAY"
7425,"one",46270,201,19,915087,166,20,5,"very_sat","little","considering","LEAVE"
1038,"one",146214,228,0,353943,219,20,14,"very_unsat","very_high","considering","LEAVE"
8095,"zero",NA,67,76,443176,247,4,2,"very_unsat","very_little","considering","LEAVE"
6481,"zero",47377,88,NA,258381,218,4,6,"very_sat","little","considering","LEAVE"
9020,"zero",131282,82,0,NA,601,4,8,"very_sat","very_high",NA,"STAY"
8980,NA,39152,54,NA,312444,220,5,6,NA,"very_high",NA,"STAY"
2130,"one",NA,169,11,649438,130,28,4,"very_sat","very_high","actively_looking_into_it","STAY"
6343,"one",123004,227,0,262329,532,15,NA,"avg","very_little","considering","LEAVE"
10580,"zero",89348,60,19,NA,136,3,4,"very_unsat",NA,NA,"LEAVE"
4543,NA,NA,170,18,338817,644,19,5,"avg",NA,"no","LEAVE"
3960,NA,20601,179,NA,965228,176,29,5,"very_unsat","very_little","considering","STAY"
8561,"zero",87969,65,6,194564,170,NA,6,NA,"very_little","considering","STAY"
1705,NA,22004,221,26,NA,232,22,NA,"avg","avg","perhaps","LEAVE"
7700,"zero",28253,147,11,596025,229,NA,1,NA,"avg","actively_looking_into_it","LEAVE"
338,"zero",24423,173,16,174169,218,21,4,"unsat","very_little","considering","LEAVE"
2369,"zero",35728,179,5,927930,157,NA,4,"avg","very_little","no","STAY"
2150,"one",123836,170,11,947842,870,13,4,"very_unsat","little",NA,"LEAVE"
5844,NA,70284,59,0,946575,301,3,15,"unsat","little","perhaps","STAY"
1840,"one",126517,211,60,738872,525,24,15,"very_sat","little","considering","LEAVE"
4868,"zero",41822,136,82,573017,230,13,1,"very_unsat","high","considering","LEAVE"
10379,"zero",23500,195,NA,859723,132,29,15,"very_sat","little","never_thought","STAY"
5835,"zero",150678,37,74,381438,777,3,NA,"very_sat","little",NA,"LEAVE"
6475,"zero",102818,42,0,182312,565,5,8,"very_unsat","very_little","considering","LEAVE"
2917,"one",155637,24,NA,796132,429,NA,10,"very_unsat","little","considering","LEAVE"
8720,"zero",64035,53,0,522610,156,5,10,"unsat","very_high","considering","LEAVE"
5518,"one",119384,187,33,912099,566,26,2,"very_unsat","little","considering","STAY"
6818,"one",49843,92,38,186082,147,5,2,"very_unsat","little","perhaps","STAY"
3912,NA,149008,201,0,865600,487,27,15,NA,"avg","considering","LEAVE"
10478,"one",112516,68,62,552473,850,5,1,"avg","little","considering","LEAVE"
7049,"zero",32449,63,7,172010,142,4,4,"very_unsat","very_little","considering","STAY"
1637,"zero",58999,266,61,278266,431,16,2,"very_sat","very_high","considering","STAY"
10027,"one",149130,68,14,NA,571,3,5,"very_unsat",NA,"considering","LEAVE"
3592,"zero",87979,189,NA,576729,324,12,8,"very_unsat","little","considering","STAY"
1042,"one",83706,62,NA,911900,395,27,2,"unsat","little",NA,"STAY"
355,"zero",147104,221,62,676208,793,NA,1,NA,"very_high","considering","LEAVE"
7378,"one",126124,198,51,348035,185,29,2,"sat","very_high","actively_looking_into_it","LEAVE"
8881,NA,61542,33,64,745764,361,5,2,"sat","high","no","STAY"
2316,"zero",37114,215,36,686295,286,23,NA,"very_unsat","very_high","actively_looking_into_it","STAY"
10517,NA,67048,43,62,411052,376,3,11,"very_unsat","very_high","considering","STAY"
8379,"one",136869,194,10,217202,778,NA,6,"unsat","little","considering","LEAVE"
2297,"zero",58812,76,0,NA,253,22,NA,"very_unsat",NA,"no","LEAVE"
2287,"zero",113215,165,0,460686,757,NA,12,"very_sat","little","considering","LEAVE"
2098,"zero",71649,173,21,191122,291,19,5,"unsat","high","no","LEAVE"
2161,"one",76604,198,89,548812,156,1,1,NA,"very_high","no","STAY"
9227,"zero",26849,75,NA,249112,134,5,6,"very_unsat","very_little","no","STAY"
4476,"one",118346,209,0,293147,765,22,14,"very_sat","very_high","considering","LEAVE"
8243,"zero",110702,277,NA,645842,468,25,5,"unsat","high","never_thought","LEAVE"
4025,"zero",NA,152,0,400019,299,13,15,"very_unsat","very_little","actively_looking_into_it","LEAVE"
10557,"one",79187,229,43,931934,345,24,2,"very_sat","little","actively_looking_into_it","STAY"
4532,NA,57605,30,36,990431,348,3,NA,"sat","very_little","no","STAY"
8116,NA,87210,222,45,849845,334,21,2,"very_unsat","little",NA,"STAY"
688,"one",NA,176,10,218787,752,13,6,"very_unsat","very_high","never_thought","LEAVE"
7095,"one",95199,192,21,282500,341,15,5,"very_sat","avg","considering","LEAVE"
2034,"zero",80489,88,0,NA,264,17,15,"very_sat","little","actively_looking_into_it","LEAVE"
2635,"zero",23859,52,NA,866725,161,3,11,"very_sat","little","no","LEAVE"
8900,"one",150979,177,18,567498,531,25,5,"unsat","very_high","considering","STAY"
2055,"one",39964,230,0,204936,215,28,10,"very_unsat","very_little",NA,"LEAVE"
1454,"one",66744,209,27,160319,375,23,6,"unsat",NA,"no","LEAVE"
5130,"zero",25019,241,0,NA,197,15,1,NA,NA,"actively_looking_into_it","STAY"
10635,"one",36612,227,NA,202277,163,13,2,"avg","little","considering","LEAVE"
9348,"zero",NA,41,11,485738,146,4,4,NA,NA,"actively_looking_into_it","LEAVE"
4556,"zero",82069,66,26,501969,372,3,6,"very_unsat","little","no","LEAVE"
7501,"one",120294,41,7,987124,632,5,2,"very_sat","very_little","no","STAY"
1150,"one",63512,106,63,485599,253,20,1,"sat","little","never_thought","LEAVE"
7875,"one",63560,222,0,226684,359,14,15,"very_unsat",NA,"considering","LEAVE"
9450,"one",124034,87,10,919197,723,18,6,NA,"very_high","no","STAY"
2746,"one",100864,189,34,404885,852,24,2,"very_unsat","little","considering","LEAVE"
10115,NA,32776,58,0,418619,241,4,NA,NA,NA,"considering","LEAVE"
345,"zero",NA,161,0,241154,558,16,10,"very_unsat","high","considering","LEAVE"
2874,"one",100359,59,41,241683,781,5,2,"very_unsat","very_high","considering","LEAVE"
3947,NA,59608,37,62,664220,315,3,2,"very_sat","very_high","considering","STAY"
8888,"zero",99674,186,5,199781,339,1,6,"very_sat","little","considering","LEAVE"
7404,NA,105681,70,0,929648,615,NA,10,NA,NA,"never_thought","STAY"
10473,"one",20834,232,0,152632,191,NA,15,"very_unsat","very_high","actively_looking_into_it","LEAVE"
727,"one",33888,55,24,450305,241,4,4,"avg","very_high","actively_looking_into_it","LEAVE"
3649,"zero",141239,248,24,926887,239,14,6,"very_unsat","little","no","LEAVE"
8555,"one",52699,66,17,675872,379,5,6,"unsat","high","actively_looking_into_it","STAY"
8242,"one",94164,44,15,775491,308,3,5,"very_unsat",NA,"no","LEAVE"
2492,"zero",75955,68,40,473836,311,4,2,"very_sat","high","considering","LEAVE"
8311,"one",54851,189,13,175966,287,20,4,"very_sat","little","actively_looking_into_it","STAY"
3517,"one",119932,55,0,273118,739,5,NA,"sat","little","considering","STAY"
7308,"zero",27298,57,0,NA,150,3,12,NA,"little","never_thought","STAY"
5811,"zero",67637,207,8,NA,396,13,6,"very_unsat","very_little","actively_looking_into_it","LEAVE"
2750,"one",NA,62,0,734598,612,5,8,NA,"little","considering","STAY"
3212,"zero",92327,187,18,270832,332,23,6,"very_sat","little","considering","LEAVE"
2132,"one",NA,226,14,546156,132,26,5,"very_sat","very_high",NA,"STAY"
534,"one",41134,43,NA,158151,246,5,2,"very_sat","very_little","no","STAY"
10703,NA,35229,220,NA,866256,133,18,13,"very_sat","very_high","perhaps","STAY"
2878,"zero",45534,169,59,413828,188,NA,2,"unsat",NA,"no","STAY"
1284,"one",146302,81,32,263346,815,5,8,"very_unsat","very_high","considering","STAY"
197,"zero",71198,62,0,675518,272,4,14,"unsat",NA,"never_thought","STAY"
6371,"zero",89060,84,NA,995557,230,5,6,"avg","little","actively_looking_into_it","STAY"
5544,"one",66340,159,0,251090,495,24,10,"very_unsat","little","considering","LEAVE"
9824,"one",105187,44,0,744409,852,5,14,"very_unsat","little","never_thought","LEAVE"
7987,NA,157647,187,0,692976,835,20,13,"very_unsat","very_high","considering","STAY"
2119,"one",21331,250,NA,313981,242,18,4,"very_unsat","little","no","LEAVE"
10243,"zero",83600,214,58,NA,282,NA,1,"very_unsat",NA,"no","STAY"
2383,"zero",91714,221,57,688209,257,12,12,"avg","little","considering","LEAVE"
3574,"one",127322,214,80,978334,740,17,1,"very_unsat","little",NA,"LEAVE"
4374,"one",105927,196,8,204825,510,28,5,"unsat","very_little","considering","STAY"
3508,"zero",79770,175,13,215600,268,20,6,"very_sat","very_high","considering","LEAVE"
2873,"zero",137483,53,69,923776,765,3,1,"very_sat",NA,"actively_looking_into_it","STAY"
6356,NA,49233,184,0,363027,142,16,15,"unsat","little","considering","STAY"
6999,"zero",127950,154,21,NA,741,19,5,"sat","little","considering","LEAVE"
7787,"one",106900,28,0,293389,620,3,2,"sat","high","no","STAY"
4805,"zero",128987,48,73,233961,477,3,2,NA,"little",NA,"LEAVE"
5477,"one",85850,42,0,234820,396,NA,11,"very_sat","avg","no","LEAVE"
620,"one",89327,86,7,610783,385,3,5,"very_unsat","very_high","no","STAY"
9080,"zero",74698,185,0,NA,379,19,12,"very_unsat","high","no","LEAVE"
7273,"zero",44233,152,76,863558,176,27,9,"very_unsat","little","no","LEAVE"
4651,NA,42975,196,0,715788,676,20,11,NA,"very_high","considering","STAY"
783,"zero",NA,177,7,238166,132,12,5,"unsat","very_high","actively_looking_into_it","LEAVE"
6131,"one",29258,222,45,262203,165,15,1,"very_unsat","avg","considering","LEAVE"
10266,"one",127606,19,0,NA,520,3,NA,"very_sat","avg","actively_looking_into_it","LEAVE"
2114,"zero",44253,55,NA,668245,189,3,2,"very_unsat","very_little","considering","STAY"
7059,"one",143328,172,NA,257170,873,21,4,"avg","little","actively_looking_into_it","LEAVE"
6781,"zero",64996,32,67,NA,352,5,NA,"unsat","very_little","no","STAY"
4166,"zero",70392,183,NA,582586,322,28,15,NA,"little","no","STAY"
5839,"one",42815,45,5,NA,180,4,4,"very_sat","little","considering","STAY"
1288,"zero",146980,216,0,NA,557,15,13,"very_unsat","little","no","LEAVE"
5028,"one",24577,60,24,467903,170,3,5,"very_unsat","very_little","perhaps","LEAVE"
5737,NA,NA,35,13,NA,709,5,4,"sat","little","never_thought","LEAVE"
370,"zero",NA,63,0,454280,887,4,8,"sat","little","no","LEAVE"
1543,"one",81581,242,21,636855,389,14,5,"very_unsat","little","considering","LEAVE"
4720,"one",NA,83,0,167266,230,NA,15,"very_unsat","little","considering","LEAVE"
1357,"one",137912,55,6,507611,189,4,6,"sat","little","no","LEAVE"
1004,"one",59690,52,NA,841213,829,4,NA,"very_unsat","little","actively_looking_into_it","STAY"
7377,"zero",81956,196,6,899318,250,NA,6,"very_unsat","very_little","considering","STAY"
6683,"zero",57312,50,62,NA,397,5,1,"very_sat","very_little","perhaps","STAY"
4813,"one",45238,237,76,983773,860,5,1,"very_unsat","little","considering","STAY"
3841,"zero",49997,64,62,205927,713,4,2,NA,"very_little","considering","STAY"
9018,"one",42212,149,23,424450,231,24,4,"unsat","avg","considering","LEAVE"
2899,"zero",NA,218,0,216339,604,27,14,NA,"little","actively_looking_into_it","LEAVE"
9927,"one",132878,169,19,252781,699,15,5,"very_unsat","very_high","never_thought","LEAVE"
1211,"one",43786,37,62,846004,149,3,1,"avg","very_high","considering","STAY"
4152,"zero",NA,34,82,212090,427,3,1,"unsat","high","considering","LEAVE"
8089,"one",22692,25,16,219148,195,5,NA,"very_unsat","little","actively_looking_into_it","STAY"
2994,"zero",90694,205,0,265957,300,29,NA,"very_unsat","little","actively_looking_into_it","STAY"
7913,"one",108123,176,63,265031,801,11,1,"very_unsat","very_high","actively_looking_into_it","LEAVE"
6993,"one",31799,238,44,246763,232,20,1,"very_sat","very_little","considering","LEAVE"
9177,"zero",NA,55,84,666606,139,4,1,"very_unsat",NA,"considering","LEAVE"
5231,NA,53149,196,45,203417,188,0,1,"very_unsat","little","actively_looking_into_it","LEAVE"
5716,"zero",94761,214,NA,859137,316,NA,13,"unsat","high","perhaps","STAY"
563,NA,NA,212,24,NA,700,NA,5,"very_unsat","little",NA,"LEAVE"
4343,"zero",124538,260,0,606916,612,21,9,"avg","little","considering","STAY"
6741,"one",34056,38,0,666422,242,5,14,"unsat","very_high",NA,"STAY"
4579,"zero",79142,239,0,242784,259,16,9,"very_unsat","very_high","considering","LEAVE"
4276,"one",21909,70,NA,203164,184,5,1,"very_unsat","very_little","considering","STAY"
4660,"one",48513,154,55,381244,377,29,2,"very_unsat","avg","never_thought","LEAVE"
3489,"zero",148731,171,0,759814,434,28,13,"unsat","very_little","actively_looking_into_it","LEAVE"
3909,"zero",35527,58,NA,265253,182,3,1,"very_sat","very_high","actively_looking_into_it","STAY"
3822,"one",26318,58,33,396860,220,5,1,NA,"very_high","no","STAY"
557,"one",142428,175,0,375756,473,16,NA,"sat","little","no","STAY"
3380,"one",47311,224,83,311732,789,17,NA,"very_sat","very_high","actively_looking_into_it","LEAVE"
1868,"one",68505,61,9,217143,327,NA,4,NA,"very_high","actively_looking_into_it","LEAVE"
8481,"one",137971,39,0,699851,725,4,14,"avg","very_high","considering","LEAVE"
3240,"zero",46663,43,7,982337,428,4,5,"very_sat","very_high","perhaps","STAY"
5671,"zero",NA,166,NA,NA,768,23,1,"unsat","little","no","LEAVE"
10099,"one",128323,56,71,745856,820,11,2,"very_unsat","little",NA,"STAY"
6230,"zero",25802,62,16,251069,133,4,6,"avg","very_high","considering","LEAVE"
7365,"zero",29728,229,25,425957,568,16,1,"very_unsat","very_high","actively_looking_into_it","STAY"
770,"zero",NA,55,22,452884,227,5,5,NA,NA,"considering","LEAVE"
4315,NA,NA,60,0,388414,881,5,8,"very_unsat","very_high",NA,"STAY"
3415,"one",45794,65,0,267794,194,3,2,"very_unsat","very_high","considering","LEAVE"
8515,"zero",48038,201,0,702555,217,0,4,"avg","very_little","never_thought","STAY"
6295,"one",150344,186,38,296729,525,14,2,"avg","very_high","considering","LEAVE"
10495,"one",54872,211,16,370484,398,11,4,"very_unsat","high","actively_looking_into_it","LEAVE"
6749,NA,86118,56,20,252785,384,15,4,"very_unsat","very_high","considering","STAY"
10670,"one",27746,264,0,489912,131,11,2,"unsat","little",NA,"STAY"
2931,"zero",36712,52,88,NA,204,5,15,"sat","little","perhaps","STAY"
7487,"zero",53968,201,0,233893,361,21,NA,"very_unsat","very_little",NA,"STAY"
52,NA,NA,186,9,705316,546,19,5,NA,"very_high","no","STAY"
2448,"one",NA,244,0,475385,741,23,14,"very_sat","very_high","no","LEAVE"
9936,"one",69741,155,0,930738,376,14,8,"very_unsat","little","considering","STAY"
5838,"zero",152693,71,55,295193,616,NA,1,"very_unsat","very_high","actively_looking_into_it","STAY"
10614,"zero",30883,60,0,647281,211,3,NA,"unsat","little","actively_looking_into_it","STAY"
2083,"one",35771,220,55,282865,228,27,2,"very_unsat","little","considering","LEAVE"
10139,"one",74506,94,0,682632,295,4,2,"very_unsat","very_little","never_thought","STAY"
9187,"one",105403,263,13,225408,201,4,4,"avg","very_high","actively_looking_into_it","LEAVE"
10122,"zero",153291,57,NA,799435,335,5,5,"avg","very_high","considering","STAY"
7029,"zero",142925,53,13,990926,745,4,5,"very_unsat","little","no","STAY"
1233,"one",28425,174,54,259100,366,18,2,"avg","little","actively_looking_into_it","LEAVE"
9180,"zero",93308,56,0,733259,337,4,15,"unsat",NA,"actively_looking_into_it","STAY"
951,"zero",143540,59,20,228845,446,NA,4,"sat","avg","no","STAY"
4877,"zero",124405,174,NA,990756,425,22,12,"unsat","very_high","actively_looking_into_it","LEAVE"
755,"one",104243,150,21,704682,404,4,6,NA,"very_high","considering","LEAVE"
3111,"zero",NA,188,0,201765,353,19,NA,"unsat","very_little","considering","STAY"
4663,"zero",118525,196,0,764825,731,14,15,"very_unsat","little","considering","STAY"
5122,"zero",70357,68,53,271496,370,4,1,"unsat",NA,NA,"LEAVE"
9010,"zero",25605,57,22,243456,242,NA,11,"avg","very_high",NA,"LEAVE"
1532,"one",37150,144,0,590227,199,NA,8,"very_unsat","very_little","actively_looking_into_it","LEAVE"
170,"one",35446,203,0,845204,170,25,9,"unsat","very_little","actively_looking_into_it","STAY"
4173,"one",NA,85,0,865323,665,3,6,"very_sat","little",NA,"STAY"
604,"one",NA,163,5,935854,216,13,6,"very_sat","very_high","actively_looking_into_it","STAY"
6317,"zero",91657,196,0,832021,303,22,14,"very_unsat","very_little","considering","STAY"
958,"zero",50052,62,0,270300,365,5,15,"unsat","little",NA,"STAY"
7967,"zero",45130,55,NA,221492,145,5,6,"avg","little",NA,"STAY"
4728,"zero",101015,216,87,389544,197,17,NA,"very_sat","little","considering","LEAVE"
3767,"zero",40321,224,NA,807609,208,27,NA,"avg","little","no","STAY"
3652,"zero",NA,61,74,409455,698,3,4,"very_sat","little","never_thought","LEAVE"
7846,"zero",118771,67,56,376716,801,4,2,"very_unsat","little","considering","STAY"
2865,"zero",142024,209,73,675290,641,10,2,"very_unsat","little","considering","STAY"
1301,NA,NA,203,0,413070,532,15,NA,"very_sat","very_high","considering","LEAVE"
10731,NA,NA,97,10,633220,180,3,NA,"avg","avg","never_thought","LEAVE"
2906,"zero",159202,202,26,527037,609,27,1,"unsat","very_little","actively_looking_into_it","LEAVE"
4684,"one",77235,188,0,344904,252,25,13,"very_sat","very_little","considering","LEAVE"
8929,"one",45397,177,5,181641,191,29,4,"very_unsat","very_high","considering","LEAVE"
8771,"zero",36604,251,9,244442,156,18,6,NA,"little","considering","LEAVE"
5809,"one",46595,196,0,435690,185,24,8,"very_unsat","little","perhaps","LEAVE"
119,"zero",48160,55,20,492616,231,5,4,"very_unsat","very_little","perhaps","STAY"
8952,"zero",70715,175,24,533978,292,NA,4,"unsat","little","no","STAY"
9459,"zero",115909,66,0,516207,696,3,14,"very_unsat","little","no","LEAVE"
393,"one",NA,58,15,155789,248,4,NA,"very_sat","avg","never_thought","LEAVE"
4694,"zero",84707,240,8,183381,612,19,6,"avg","little","actively_looking_into_it","LEAVE"
10644,"one",89158,220,NA,242950,327,21,4,NA,"very_little","considering","LEAVE"
9971,"one",140603,42,82,161644,491,1,2,"very_sat","little","no","LEAVE"
2600,"zero",133455,232,16,268132,785,27,4,"unsat","little","actively_looking_into_it","STAY"
1932,"one",NA,60,6,497765,152,3,4,"sat","little","actively_looking_into_it","LEAVE"
2823,"zero",35724,234,77,933298,194,25,NA,"very_unsat","little","no","STAY"
2265,"zero",107791,55,0,391882,543,3,11,"very_sat","little","considering","LEAVE"
4670,"zero",88020,42,NA,277939,304,3,4,"very_sat","very_little","never_thought","STAY"
10494,"one",75443,24,89,211025,256,NA,NA,"unsat","very_little","actively_looking_into_it","STAY"
1440,"zero",NA,234,7,586706,852,22,6,"very_unsat","very_little",NA,"LEAVE"
4942,"zero",NA,55,0,181147,182,NA,13,"avg","high","considering","LEAVE"
647,"one",119366,202,72,711981,555,NA,1,"unsat","little","never_thought","LEAVE"
8670,"one",NA,188,NA,253955,835,28,9,"sat","little","no","LEAVE"
3120,"one",156055,200,77,425837,192,14,2,"very_unsat","little","never_thought","STAY"
9367,"zero",58768,194,8,429992,356,NA,6,NA,"little","considering","LEAVE"
8575,"zero",118019,238,0,910285,169,27,2,"very_sat",NA,"considering","STAY"
10168,NA,30244,58,0,338403,214,3,9,"avg","very_high","actively_looking_into_it","LEAVE"
1616,"one",62465,178,0,213146,263,28,10,"very_unsat","little",NA,"LEAVE"
8529,"zero",43388,237,32,173167,153,21,2,"very_unsat","very_little","actively_looking_into_it","LEAVE"
5079,"zero",73638,54,0,NA,273,3,13,"unsat","very_high","never_thought","STAY"
4312,"one",120643,69,39,188380,732,3,2,"very_sat","avg","considering","LEAVE"
5908,"zero",NA,220,8,366919,220,29,NA,"sat","little","actively_looking_into_it","LEAVE"
2915,"one",67922,257,9,711386,390,16,5,"avg","very_high","considering","STAY"
3945,"zero",80162,59,71,514296,397,0,2,"very_sat",NA,"actively_looking_into_it","LEAVE"
7172,"zero",133097,173,19,925368,689,11,NA,"sat",NA,NA,"LEAVE"
3846,"one",140079,177,24,371727,462,27,4,"very_unsat",NA,"actively_looking_into_it","LEAVE"
9634,"one",121277,80,0,837328,643,4,14,"very_unsat","very_little","no","LEAVE"
9721,NA,38400,232,12,NA,141,10,6,"sat","high","no","STAY"
274,"zero",70419,205,81,165912,334,25,1,"very_unsat","high","actively_looking_into_it","LEAVE"
2947,"one",122047,177,47,NA,678,26,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
5412,"one",97821,65,32,266006,392,3,1,"unsat","very_high",NA,"LEAVE"
6948,"one",36464,231,23,622446,585,29,12,"very_unsat","very_high",NA,"STAY"
6345,"one",36671,70,46,152700,232,5,1,"sat","little","considering","STAY"
7033,"one",NA,63,0,631790,285,3,12,"very_sat","very_little","considering","LEAVE"
9920,"one",33972,60,0,493940,201,3,12,"unsat","very_high","actively_looking_into_it","LEAVE"
1686,"zero",53164,51,0,814523,327,3,9,NA,"very_little","considering","STAY"
2185,"one",123447,175,0,319842,792,15,12,"unsat","high","never_thought","LEAVE"
7961,"one",38258,209,83,690023,180,16,1,"sat","very_little","considering","STAY"
8199,"one",NA,56,NA,172599,237,3,9,"very_unsat","very_little","considering","LEAVE"
5217,"one",113491,198,NA,516417,679,25,6,NA,"little","considering","LEAVE"
1223,NA,68659,180,7,219246,303,19,6,"sat","little","considering","LEAVE"
7193,"one",154264,77,8,245141,671,4,6,"unsat","little","no","STAY"
3299,"one",49024,167,NA,875770,221,10,10,"very_unsat","very_little","considering","STAY"
9189,"zero",155336,70,NA,554016,461,4,6,"very_unsat",NA,"no","LEAVE"
956,"zero",27233,231,8,783838,169,18,6,"unsat","very_high","no","STAY"
10671,NA,42235,260,19,278614,146,12,6,"avg","very_little",NA,"LEAVE"
6969,"zero",139728,154,0,178845,556,27,15,"unsat",NA,"no","STAY"
9255,"zero",156741,65,NA,481922,771,3,15,"very_sat","high","actively_looking_into_it","LEAVE"
7702,NA,81877,67,0,927522,288,4,10,"very_sat","very_little","actively_looking_into_it","STAY"
611,"one",69854,231,5,634011,287,16,6,"unsat","very_little","actively_looking_into_it","STAY"
4661,"zero",119878,224,72,NA,618,12,1,"very_sat","very_high","actively_looking_into_it","LEAVE"
4530,"one",107152,34,65,318987,448,NA,2,NA,"very_little","actively_looking_into_it","STAY"
7812,"one",141770,175,22,NA,500,3,4,"avg","very_little","actively_looking_into_it","LEAVE"
765,"zero",120961,250,7,946014,540,20,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
2009,"one",46420,87,63,845093,138,3,1,"very_sat",NA,"never_thought","STAY"
1161,"zero",120428,56,6,243215,859,4,4,"unsat",NA,"actively_looking_into_it","STAY"
1805,"zero",121089,184,18,927453,539,19,6,"unsat","little",NA,"STAY"
5840,"zero",NA,38,12,680632,519,4,4,"very_unsat","little","considering","LEAVE"
5185,"zero",155917,203,74,799140,444,10,1,"very_unsat","little","considering","LEAVE"
674,"one",145630,139,0,170209,479,17,9,"very_sat","high","considering","LEAVE"
8088,"zero",57064,183,6,226865,286,20,6,"very_unsat","very_high","considering","LEAVE"
1385,"one",118769,46,66,616688,281,NA,6,"very_sat","very_high",NA,"LEAVE"
3367,"zero",68058,214,0,806629,347,NA,10,"very_sat","very_high","considering","STAY"
9484,"zero",140216,152,0,742654,744,10,11,"very_unsat",NA,"considering","LEAVE"
2810,"one",90554,45,58,185362,389,4,2,"very_unsat","little","no","STAY"
8279,"one",NA,59,NA,205691,283,NA,6,"unsat","little","considering","LEAVE"
20,"zero",28021,194,40,696708,146,22,1,"avg","high",NA,"STAY"
6650,"one",151871,89,NA,298207,844,4,5,"unsat","avg","considering","LEAVE"
8378,"zero",87432,210,NA,154586,321,14,1,"avg","little","actively_looking_into_it","STAY"
4768,"zero",58125,89,0,185269,168,5,13,"avg","little","considering","LEAVE"
4460,"zero",96216,183,24,252384,256,4,6,"very_unsat","little",NA,"STAY"
2647,NA,48362,61,85,491920,246,3,1,"very_sat","high","no","LEAVE"
7606,"one",70057,189,10,447075,266,14,4,"very_unsat",NA,NA,"LEAVE"
2817,"one",111479,50,0,687056,437,5,15,"very_unsat","very_high","perhaps","STAY"
1436,NA,125243,146,12,432768,805,20,4,NA,"little","actively_looking_into_it","LEAVE"
4613,"zero",47005,220,0,899643,249,0,4,"avg","very_high","actively_looking_into_it","STAY"
6042,"zero",32231,215,0,NA,243,NA,15,"very_unsat","little","actively_looking_into_it","STAY"
5209,"zero",102281,209,NA,NA,705,16,5,"very_unsat","little","actively_looking_into_it","LEAVE"
7481,"zero",100066,42,0,703649,642,5,11,NA,"very_high","actively_looking_into_it","STAY"
10121,"zero",109968,59,11,NA,299,3,4,"avg",NA,"actively_looking_into_it","STAY"
3699,"zero",27258,50,0,293462,222,3,10,"very_unsat","very_little","no","LEAVE"
5115,"one",86712,77,0,285487,295,5,10,"unsat","very_high",NA,"STAY"
3351,"one",47330,192,0,262070,557,29,13,"very_unsat","high","actively_looking_into_it","LEAVE"
238,"one",27110,160,43,236778,152,24,1,"very_unsat","very_high","perhaps","LEAVE"
4587,"one",31731,75,23,700125,170,3,NA,"very_sat","little","never_thought","STAY"
2029,"zero",33087,213,8,190680,172,22,6,"very_sat","very_high","actively_looking_into_it","LEAVE"
10454,"zero",41696,226,59,996119,234,1,1,"unsat","avg","considering","STAY"
662,"zero",102228,247,17,681849,479,11,6,"very_unsat","very_high",NA,"STAY"
1797,"one",99598,176,61,205247,252,25,2,"very_sat","very_little",NA,"STAY"
