"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE","ID"
"one",48000,0,0,466622,199,0,12,"very_unsat","very_little","perhaps","LEAVE",18051
"zero",37134,52,26,153571,168,5,2,"very_sat","little","no","LEAVE",9540
"one",124734,204,0,566637,152,26,12,"very_sat","very_high","considering","LEAVE",12783
"one",45949,189,0,401963,140,20,9,"avg","very_little","considering","LEAVE",2363
"one",22255,0,0,235532,302,1,15,"unsat","very_little","actively_looking_into_it","STAY",13204
"zero",41175,192,33,885041,188,14,2,"very_unsat","little","no","STAY",8366
"zero",134379,0,15,287024,457,0,5,"very_unsat","little","no","STAY",16904
"one",34760,49,87,667823,172,5,1,"unsat","very_little","actively_looking_into_it","STAY",17662
"zero",39619,0,16,199155,133,0,4,"very_sat","very_high","perhaps","STAY",195
"one",42357,0,21,630410,178,1,5,"very_unsat","very_high","considering","STAY",9760
"one",52453,46,12,672991,530,3,5,"very_unsat","little","considering","LEAVE",5330
"zero",44613,0,0,490932,235,1,5,"very_sat","little","actively_looking_into_it","STAY",6234
"zero",122461,65,69,804611,424,5,1,"very_unsat","little","considering","STAY",1618
"one",21220,63,0,867140,196,5,14,"very_unsat","little","never_thought","STAY",14687
"zero",115061,0,60,681334,514,0,2,"sat","little","perhaps","LEAVE",13961
"zero",34980,68,81,696797,205,4,2,"very_unsat","very_high","no","STAY",8509
"zero",38122,0,0,254542,131,1,11,"very_sat","very_little","considering","LEAVE",9118
"one",36593,0,23,217625,156,1,5,"very_sat","very_little","considering","STAY",10230
"one",80321,191,0,302727,253,29,9,"very_unsat","very_high","considering","LEAVE",9370
"one",72171,0,5,192756,285,1,4,"avg","very_high","actively_looking_into_it","STAY",14323
"zero",87891,0,35,684681,484,1,13,"very_unsat","little","considering","STAY",13097
"one",28365,0,0,608737,167,0,10,"very_unsat","high","considering","LEAVE",9572
"one",28156,71,5,199278,225,3,6,"very_unsat","very_little","no","LEAVE",10342
"one",60387,59,0,556946,290,4,10,"very_unsat","very_little","no","LEAVE",11679
"zero",118105,198,0,935841,781,23,14,"very_unsat","very_high","considering","LEAVE",44
"zero",129887,69,76,640801,756,4,6,"avg","high","no","LEAVE",17285
"one",113167,0,24,841928,429,0,4,"very_unsat","little","no","STAY",16303
"zero",35954,0,87,277043,165,0,1,"very_unsat","very_high","never_thought","LEAVE",663
"zero",34637,214,0,808501,234,26,10,"very_unsat","very_high","no","STAY",2936
"one",96615,0,0,738949,318,1,14,"unsat","very_little","considering","LEAVE",224
"one",54324,216,57,792930,289,15,1,"very_sat","very_little","no","LEAVE",10297
"zero",148996,49,0,815234,415,4,8,"very_sat","high","considering","LEAVE",15213
"one",42238,62,15,285937,231,3,6,"sat","avg","no","LEAVE",16909
"zero",127902,0,0,630632,403,13,13,"very_unsat","very_high","actively_looking_into_it","LEAVE",19729
"zero",95824,218,0,363034,271,17,8,"very_unsat","high","actively_looking_into_it","LEAVE",15419
"zero",47712,87,80,698702,234,5,2,"very_unsat","very_high","never_thought","STAY",9758
"one",36353,184,10,191211,174,5,6,"unsat","very_little","considering","LEAVE",7402
"one",97542,217,7,691717,141,12,6,"very_sat","little","considering","STAY",4802
"zero",127572,207,42,396162,441,13,2,"very_unsat","very_high","considering","LEAVE",10255
"one",138571,78,0,622205,837,5,8,"very_sat","avg","considering","LEAVE",786
"one",64856,220,15,348792,312,20,4,"sat","very_little","never_thought","LEAVE",4259
"zero",26872,0,44,942373,192,1,1,"very_unsat","little","considering","STAY",9400
"zero",39895,60,70,375919,198,5,2,"very_unsat","little","no","LEAVE",13079
"zero",28096,64,35,165131,247,3,1,"unsat","very_high","actively_looking_into_it","LEAVE",5007
"zero",80418,0,59,495050,330,0,1,"very_unsat","little","actively_looking_into_it","LEAVE",13362
"one",130257,177,15,358154,676,17,6,"very_unsat","very_little","considering","LEAVE",16188
"zero",49993,142,0,274206,147,24,11,"very_unsat","very_high","actively_looking_into_it","LEAVE",9926
"one",38451,0,0,863980,149,1,14,"very_sat","very_little","never_thought","STAY",14910
"one",35815,0,16,393817,226,1,4,"very_sat","very_little","considering","LEAVE",4308
"zero",51779,0,11,380522,329,0,5,"avg","little","considering","LEAVE",11160
"one",116164,0,35,876687,610,0,1,"very_unsat","very_high","actively_looking_into_it","LEAVE",4772
"one",41023,199,0,732135,133,11,13,"avg","little","actively_looking_into_it","STAY",18005
"one",124005,0,38,657608,858,1,2,"avg","high","actively_looking_into_it","LEAVE",7873
"zero",78738,170,0,201862,277,10,10,"very_unsat","very_little","no","LEAVE",5300
"one",28999,236,0,248502,192,15,11,"very_sat","very_high","considering","LEAVE",5597
"zero",134219,226,20,907304,810,14,6,"very_unsat","very_little","no","LEAVE",16376
"zero",69154,0,6,773011,362,1,6,"unsat","very_little","actively_looking_into_it","STAY",3301
"zero",159819,54,65,889715,536,3,2,"very_unsat","little","actively_looking_into_it","LEAVE",11896
"one",24984,0,11,617453,202,0,5,"unsat","little","considering","LEAVE",732
"zero",47630,173,14,216740,157,21,6,"very_unsat","very_little","no","LEAVE",661
"one",157501,0,55,686818,599,1,9,"unsat","very_little","actively_looking_into_it","LEAVE",1545
"zero",21891,181,0,240553,235,4,12,"avg","little","considering","LEAVE",17005
"one",43514,0,84,532734,150,0,1,"unsat","little","considering","STAY",17189
"zero",134320,0,16,444630,878,1,4,"very_unsat","very_high","never_thought","STAY",5559
"zero",64201,0,69,510232,315,3,1,"very_unsat","very_high","considering","LEAVE",16714
"zero",89487,47,11,956335,292,3,6,"sat","little","never_thought","STAY",6882
"zero",138582,204,60,397817,742,23,2,"unsat","little","actively_looking_into_it","LEAVE",10397
"zero",141481,174,66,157695,527,19,1,"very_unsat","very_little","never_thought","LEAVE",12091
"one",108559,202,0,536874,717,10,11,"very_unsat","very_little","actively_looking_into_it","LEAVE",2122
"zero",102682,65,13,447901,697,5,2,"very_sat","very_little","no","LEAVE",15275
"one",105218,46,0,730866,636,5,6,"unsat","very_little","no","STAY",334
"one",111558,0,24,932004,790,0,4,"very_sat","little","considering","STAY",12147
"zero",60548,0,0,355341,324,0,11,"avg","very_high","considering","STAY",12320
"one",83204,197,52,503106,373,13,1,"unsat","very_high","considering","LEAVE",19543
"zero",21583,81,6,395324,187,5,4,"unsat","high","no","STAY",10567
"zero",44826,63,0,961459,233,4,8,"very_sat","very_little","considering","STAY",7125
"one",128949,56,0,420420,639,3,4,"very_sat","little","actively_looking_into_it","STAY",9309
"zero",134748,57,75,434154,822,3,1,"very_unsat","very_little","actively_looking_into_it","STAY",5255
"one",126755,228,0,178369,594,14,9,"sat","little","actively_looking_into_it","LEAVE",16820
"zero",123730,41,20,407801,166,4,6,"very_sat","little","no","STAY",341
"zero",104404,0,79,209058,615,0,2,"very_unsat","little","no","STAY",3245
"one",106033,189,0,912705,489,19,8,"very_unsat","little","no","LEAVE",4290
"zero",148105,78,61,819646,866,3,2,"very_unsat","little","actively_looking_into_it","LEAVE",19615
"one",131645,0,23,284512,544,0,2,"unsat","very_little","considering","STAY",19727
"zero",103065,0,21,559967,619,1,5,"unsat","little","actively_looking_into_it","STAY",13657
"one",67885,0,0,380767,318,1,11,"very_unsat","little","no","LEAVE",800
"one",36880,81,0,903916,155,4,9,"very_unsat","very_little","considering","STAY",9326
"one",108967,55,0,440614,776,5,14,"very_sat","very_high","considering","LEAVE",19045
"one",128575,185,87,391544,823,14,5,"very_unsat","little","no","LEAVE",17655
"zero",90049,230,0,719559,374,16,15,"very_unsat","very_high","considering","STAY",9782
"zero",56062,42,0,594841,351,5,12,"very_sat","little","actively_looking_into_it","STAY",4615
"zero",74695,79,8,453957,291,5,5,"unsat","very_little","actively_looking_into_it","LEAVE",12712
"one",48017,0,0,704624,240,1,8,"sat","very_little","considering","STAY",17452
"zero",42264,67,71,188326,236,4,2,"unsat","little","actively_looking_into_it","STAY",14579
"one",89657,213,0,424196,304,21,11,"very_unsat","very_high","perhaps","LEAVE",5532
"one",80495,72,58,382795,326,5,1,"sat","very_little","considering","LEAVE",37
"one",33638,0,25,816417,161,0,2,"very_unsat","little","considering","STAY",13401
"zero",69916,204,0,287594,330,20,13,"very_sat","little","perhaps","LEAVE",14243
"zero",30028,46,35,649236,184,5,1,"very_unsat","very_high","considering","STAY",6197
"one",32309,0,13,940539,165,0,1,"very_unsat","very_little","perhaps","STAY",1784
"one",90927,213,84,162266,303,21,2,"very_unsat","very_little","no","LEAVE",1689
"zero",62619,80,54,831076,291,3,2,"unsat","very_high","actively_looking_into_it","STAY",19835
"one",132891,61,18,951069,662,4,4,"very_sat","avg","considering","LEAVE",17623
"one",149130,68,14,950673,571,3,5,"very_unsat","high","considering","LEAVE",17294
"one",138378,41,0,493061,613,4,8,"very_sat","very_high","never_thought","LEAVE",3197
"zero",41593,52,85,721941,135,3,1,"very_unsat","very_little","never_thought","LEAVE",5755
"zero",43079,199,86,332650,179,15,1,"very_unsat","little","considering","STAY",12228
"zero",138862,165,19,248239,509,26,5,"very_unsat","little","considering","LEAVE",4053
"one",20525,203,49,639303,159,0,1,"unsat","little","no","STAY",13106
"zero",59191,258,0,509716,252,15,10,"avg","avg","perhaps","LEAVE",10409
"zero",52943,38,16,675198,277,5,6,"unsat","very_high","actively_looking_into_it","LEAVE",4954
"one",84323,200,19,972914,254,27,1,"very_sat","very_little","never_thought","STAY",4599
"one",49046,74,37,619694,221,3,2,"avg","very_high","no","STAY",15972
"zero",122209,184,0,183347,330,1,15,"sat","very_high","actively_looking_into_it","LEAVE",8799
"zero",143251,67,14,276175,736,5,5,"very_unsat","very_little","no","LEAVE",4834
"zero",137354,0,18,250105,811,0,4,"very_unsat","little","no","STAY",5339
"zero",26387,158,0,217812,177,20,10,"very_unsat","very_little","considering","LEAVE",2976
"zero",112387,52,33,257310,641,5,1,"unsat","very_high","never_thought","LEAVE",6697
"zero",77390,54,0,422322,359,5,10,"very_sat","little","never_thought","STAY",3945
"zero",47718,38,15,252386,147,4,5,"avg","little","considering","LEAVE",17670
"one",62412,0,0,307866,287,1,9,"very_sat","very_high","considering","LEAVE",8584
"one",146043,60,86,696305,454,5,5,"very_unsat","very_high","perhaps","LEAVE",574
"one",23564,0,0,275658,136,1,14,"very_unsat","high","actively_looking_into_it","STAY",2078
"zero",73037,64,0,168431,367,4,12,"avg","very_little","considering","LEAVE",13411
"zero",35979,32,14,251760,279,4,5,"very_unsat","little","considering","LEAVE",14815
"zero",49825,251,11,400682,137,18,6,"very_unsat","very_little","considering","STAY",7801
"zero",71014,49,24,181700,305,5,13,"avg","very_little","actively_looking_into_it","LEAVE",17642
"one",82922,171,58,959294,362,19,2,"very_sat","very_little","never_thought","STAY",1722
"zero",28477,97,0,305842,296,5,15,"very_unsat","avg","no","STAY",15568
"zero",156457,61,47,312417,547,4,2,"very_unsat","very_little","perhaps","LEAVE",3283
"zero",78109,179,5,881667,311,11,4,"unsat","very_high","actively_looking_into_it","LEAVE",12438
"one",58830,0,0,851269,753,0,11,"avg","little","considering","STAY",19234
"zero",137194,63,0,467349,787,3,11,"very_unsat","little","no","LEAVE",16200
"one",142259,0,75,507070,536,0,1,"unsat","very_high","considering","LEAVE",7235
"zero",145216,0,21,747781,760,4,6,"very_unsat","little","never_thought","STAY",10475
"one",23479,203,0,172084,142,12,14,"very_sat","little","perhaps","LEAVE",10323
"one",47416,0,0,523013,211,1,9,"very_sat","very_high","considering","STAY",16251
"one",42821,0,75,247380,237,0,2,"very_unsat","very_little","considering","LEAVE",15912
"one",86118,56,20,252785,384,15,4,"very_unsat","very_high","considering","STAY",3941
"zero",75824,0,14,402882,352,25,5,"unsat","avg","actively_looking_into_it","STAY",5837
"zero",25516,144,9,985235,209,21,6,"very_sat","very_high","considering","STAY",16195
"one",35742,57,16,191983,167,4,5,"very_sat","little","considering","LEAVE",3860
"one",36964,74,0,181068,209,4,10,"avg","very_little","considering","STAY",19262
"zero",126669,0,0,655654,451,1,8,"very_unsat","avg","no","LEAVE",15125
"one",145764,0,0,200770,432,3,14,"very_unsat","high","considering","STAY",5390
"one",145387,182,35,281234,491,29,2,"very_sat","little","actively_looking_into_it","LEAVE",18766
"one",97913,175,0,730452,276,10,12,"very_unsat","very_high","actively_looking_into_it","LEAVE",13253
"one",99008,42,0,699134,378,5,11,"very_unsat","high","actively_looking_into_it","STAY",15684
"zero",31149,182,56,240036,291,28,2,"unsat","very_little","perhaps","LEAVE",12011
"zero",68387,212,83,790926,250,15,1,"unsat","very_high","no","LEAVE",8961
"zero",107981,0,10,237216,696,0,5,"avg","avg","actively_looking_into_it","STAY",822
"zero",84156,80,0,390487,375,5,6,"avg","little","considering","LEAVE",1735
"one",97805,38,10,181446,309,0,6,"very_sat","very_high","considering","LEAVE",3698
"zero",150930,0,0,221740,625,1,9,"unsat","avg","considering","LEAVE",19916
"one",45610,225,6,456479,244,12,6,"very_unsat","little","considering","STAY",14772
"one",137760,42,8,189016,538,3,4,"very_sat","little","no","STAY",17763
"zero",130633,80,53,553602,487,1,2,"very_sat","very_high","no","LEAVE",4487
"one",31897,217,16,204432,186,27,6,"very_sat","little","actively_looking_into_it","LEAVE",5763
"zero",36584,0,18,254062,208,1,5,"very_sat","very_high","considering","LEAVE",6170
"one",45616,247,18,599616,676,13,5,"very_unsat","little","considering","LEAVE",5829
"zero",131941,0,7,243007,708,0,4,"very_sat","little","actively_looking_into_it","STAY",7078
"one",31387,57,0,411355,174,4,14,"very_unsat","little","actively_looking_into_it","LEAVE",2975
"one",35996,210,23,223268,212,14,15,"avg","little","actively_looking_into_it","LEAVE",9969
"zero",153000,213,41,286292,768,11,2,"very_sat","little","actively_looking_into_it","LEAVE",15605
"one",124818,62,0,162330,662,4,14,"sat","very_high","considering","STAY",13544
"one",155490,63,67,241662,494,3,2,"very_sat","very_high","no","LEAVE",17849
"zero",86858,0,55,372164,254,1,1,"sat","very_high","no","STAY",19366
"one",75232,176,38,544069,543,16,2,"very_sat","high","considering","LEAVE",19968
"one",41332,0,67,289748,189,0,1,"avg","very_little","actively_looking_into_it","STAY",19075
"one",141851,176,0,174469,554,18,9,"unsat","little","considering","STAY",13119
"one",103156,72,13,158205,429,5,5,"unsat","avg","no","STAY",14095
"zero",123242,208,57,984737,535,25,1,"very_unsat","very_high","considering","LEAVE",13914
"one",81180,128,24,276630,254,0,5,"unsat","very_little","actively_looking_into_it","LEAVE",16080
"zero",108036,46,0,760411,780,5,9,"unsat","very_high","considering","STAY",15122
"zero",156321,237,14,272831,460,17,10,"very_sat","very_little","no","LEAVE",11302
"zero",46298,72,36,535100,143,3,2,"very_unsat","avg","actively_looking_into_it","LEAVE",5718
"zero",21117,249,0,475039,134,23,13,"very_sat","very_little","never_thought","LEAVE",13857
"zero",133728,64,48,632969,626,3,2,"unsat","high","no","STAY",2123
"one",112371,0,24,529761,556,0,4,"very_sat","very_high","considering","STAY",16646
"one",90256,199,0,382391,283,24,6,"very_unsat","very_little","actively_looking_into_it","LEAVE",8729
"zero",98006,59,34,512974,378,4,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",5305
"zero",66923,0,20,210049,345,1,5,"very_unsat","little","actively_looking_into_it","STAY",14171
"one",132212,0,0,375871,410,1,14,"very_unsat","little","considering","STAY",12748
"zero",68945,0,14,485426,271,0,5,"avg","little","considering","STAY",11228
"one",90638,145,14,187560,220,25,6,"unsat","high","actively_looking_into_it","LEAVE",8625
"zero",124018,58,89,806732,550,5,1,"very_unsat","very_little","never_thought","LEAVE",14030
"one",148790,263,89,250380,659,23,2,"sat","high","considering","LEAVE",11964
"one",94823,68,14,712643,324,4,5,"unsat","high","considering","STAY",11221
"one",105207,0,0,234251,686,1,10,"unsat","little","no","LEAVE",4095
"zero",109916,60,48,729671,675,5,2,"very_sat","very_little","considering","LEAVE",9399
"zero",76264,0,76,935024,279,16,1,"very_unsat","very_little","actively_looking_into_it","STAY",14417
"one",60890,59,84,433703,302,3,2,"very_sat","avg","no","LEAVE",19632
"one",33943,0,0,947940,232,1,12,"very_sat","very_little","no","STAY",9836
"one",92141,0,19,248840,279,1,4,"very_unsat","little","considering","STAY",17753
"zero",51775,0,84,808126,309,0,2,"very_unsat","little","considering","STAY",12753
"one",50233,0,21,172116,360,1,4,"unsat","high","considering","STAY",14393
"zero",30562,191,66,668659,226,14,2,"very_sat","high","actively_looking_into_it","LEAVE",4360
"zero",60301,241,14,791614,330,23,6,"avg","very_high","no","STAY",12785
"zero",22870,211,22,398668,242,18,4,"unsat","very_little","no","LEAVE",15971
"one",115362,212,0,986460,801,24,14,"very_unsat","very_little","never_thought","LEAVE",7609
"one",121726,78,22,812827,510,5,2,"very_sat","high","no","LEAVE",11926
"zero",46768,0,22,511965,234,1,5,"very_sat","very_little","considering","STAY",3845
"zero",109244,77,23,231114,758,1,5,"very_unsat","high","considering","LEAVE",11498
"zero",52413,60,61,914370,297,3,2,"unsat","very_high","no","STAY",17974
"one",113897,192,89,693428,447,10,2,"very_sat","very_little","no","LEAVE",547
"zero",20712,0,73,468343,249,3,1,"very_sat","very_little","actively_looking_into_it","LEAVE",12092
"one",44029,0,23,854808,346,1,4,"very_unsat","very_little","considering","STAY",8022
"one",20962,0,0,408394,194,0,9,"very_sat","high","no","LEAVE",1779
"zero",140829,147,0,196781,503,15,11,"very_unsat","little","no","STAY",704
"zero",36459,40,0,545571,242,4,2,"unsat","high","actively_looking_into_it","STAY",10737
"one",28426,61,24,219083,166,4,6,"very_sat","little","considering","LEAVE",11180
"one",155315,0,46,389134,472,0,2,"very_unsat","high","never_thought","STAY",12284
"zero",83700,0,0,414747,380,1,15,"very_unsat","very_high","perhaps","LEAVE",11875
"zero",132944,194,0,395222,447,11,12,"unsat","little","no","LEAVE",1176
"zero",132052,0,20,501866,762,0,6,"very_sat","little","no","LEAVE",19099
"one",120501,0,0,599100,761,0,11,"very_sat","little","perhaps","STAY",13922
"zero",110132,71,74,813929,835,5,1,"very_sat","little","no","LEAVE",2498
"zero",72157,0,0,272229,290,0,9,"very_sat","very_little","no","STAY",5732
"one",20339,48,57,256643,218,3,1,"very_unsat","little","perhaps","LEAVE",1976
"zero",117051,202,0,212275,737,22,13,"unsat","little","never_thought","LEAVE",12177
"one",38982,69,45,811517,234,3,2,"very_sat","high","considering","STAY",8964
"one",33669,0,36,548339,185,0,2,"unsat","little","considering","LEAVE",14900
"one",117719,166,51,645017,788,18,2,"very_sat","high","actively_looking_into_it","LEAVE",11709
"zero",26435,38,0,704669,164,5,15,"unsat","very_high","considering","STAY",15781
"one",20197,276,85,494860,139,18,2,"avg","very_high","never_thought","LEAVE",4284
"one",59740,33,0,534312,297,4,2,"very_unsat","little","considering","LEAVE",16461
"zero",40030,0,23,162153,206,0,4,"very_unsat","little","actively_looking_into_it","STAY",1958
"one",104366,154,8,632238,534,11,4,"very_sat","little","considering","LEAVE",3964
"zero",45612,0,6,821297,212,0,5,"sat","very_high","no","STAY",16640
"one",43767,253,13,973483,162,27,10,"very_unsat","little","actively_looking_into_it","STAY",2016
"zero",140282,0,58,164316,682,0,2,"very_sat","little","actively_looking_into_it","LEAVE",4606
"one",26613,87,0,293826,189,5,8,"very_unsat","very_little","considering","STAY",348
"zero",76732,170,77,704800,358,15,1,"very_unsat","little","actively_looking_into_it","STAY",13814
"one",143424,0,40,448696,766,26,2,"very_sat","little","considering","LEAVE",16162
"zero",81511,204,0,957071,304,20,9,"very_sat","very_little","considering","STAY",2611
"one",147693,184,0,656790,456,5,9,"very_unsat","avg","never_thought","LEAVE",7513
"one",37801,0,43,156313,132,0,2,"unsat","very_little","no","LEAVE",3550
"one",92462,62,20,259894,235,3,5,"very_sat","very_little","perhaps","LEAVE",18913
"zero",46786,44,0,964756,193,5,8,"very_unsat","little","considering","STAY",6688
"zero",116665,0,0,724777,680,5,14,"very_unsat","little","never_thought","LEAVE",9600
"zero",144044,73,8,981897,879,3,4,"very_sat","very_little","actively_looking_into_it","LEAVE",15070
"zero",55328,195,0,203196,316,4,12,"very_unsat","very_high","no","LEAVE",14339
"one",25055,221,11,222400,240,24,4,"very_unsat","very_high","considering","STAY",3677
"zero",53395,0,0,288829,287,0,13,"unsat","very_little","actively_looking_into_it","STAY",12449
"zero",49491,0,0,208680,203,1,14,"very_unsat","little","actively_looking_into_it","STAY",12477
"one",32857,239,31,212053,159,24,6,"very_sat","little","considering","STAY",18705
"one",145931,86,8,639501,431,5,4,"unsat","high","considering","LEAVE",18573
"zero",76451,0,9,708842,338,3,1,"very_sat","very_little","never_thought","STAY",6
"one",87883,162,0,416546,301,21,8,"very_sat","little","actively_looking_into_it","LEAVE",8845
"one",106848,234,0,552279,305,22,10,"unsat","little","actively_looking_into_it","LEAVE",7541
"one",144460,76,8,470975,278,3,4,"very_sat","very_high","no","STAY",9429
"one",58113,81,5,690498,190,5,4,"very_unsat","very_high","no","STAY",14057
"one",117668,169,0,893636,811,1,14,"avg","very_little","never_thought","STAY",11296
"zero",29749,219,0,576080,783,22,14,"very_sat","little","considering","LEAVE",16364
"one",121316,0,17,498851,687,0,4,"very_unsat","little","considering","STAY",13664
"one",105998,0,82,260026,276,1,1,"very_unsat","very_little","considering","LEAVE",1510
"zero",115780,167,71,785028,759,21,4,"very_unsat","very_high","actively_looking_into_it","LEAVE",9941
"zero",82414,203,83,437796,308,20,1,"very_unsat","very_little","considering","LEAVE",9457
"one",116257,0,0,225129,827,0,9,"very_sat","little","never_thought","STAY",8215
"one",118051,0,0,220239,772,1,9,"very_unsat","very_high","actively_looking_into_it","LEAVE",18231
"zero",75247,67,32,366233,304,4,2,"very_unsat","high","considering","STAY",1979
"zero",28242,39,0,425318,150,5,12,"unsat","high","considering","STAY",14591
"zero",107847,65,0,677909,752,1,8,"very_unsat","very_high","no","LEAVE",12813
"zero",33557,0,20,783319,145,4,4,"very_unsat","very_high","no","STAY",16655
"one",134483,210,53,682996,561,29,2,"very_unsat","avg","never_thought","STAY",12724
"zero",94761,214,66,859137,316,24,13,"unsat","high","perhaps","STAY",4239
"zero",88160,237,51,213386,257,12,2,"very_unsat","little","considering","LEAVE",15433
"one",95692,39,12,650464,316,5,6,"very_sat","high","no","STAY",19956
"zero",52089,46,0,252066,364,4,12,"very_sat","high","never_thought","STAY",10293
"one",28012,54,30,586709,239,4,11,"sat","very_little","considering","LEAVE",359
"zero",71654,75,65,918810,317,4,1,"very_unsat","little","never_thought","STAY",604
"zero",154783,42,15,984397,789,5,4,"very_unsat","high","considering","STAY",1753
"one",79753,56,24,740571,322,14,9,"very_sat","little","considering","STAY",11036
"zero",108678,69,0,740816,529,4,9,"very_sat","very_high","actively_looking_into_it","STAY",6243
"one",115217,0,54,378496,491,1,2,"very_unsat","very_high","considering","STAY",5295
"one",152719,35,0,994246,870,4,13,"avg","very_high","no","STAY",7949
"one",33741,63,22,240724,193,5,5,"very_unsat","very_high","no","STAY",2521
"one",35622,0,0,407366,155,0,12,"very_unsat","very_high","no","LEAVE",13889
"zero",20028,177,7,226662,169,20,6,"very_sat","very_high","considering","STAY",7417
"zero",25484,0,14,792616,174,0,15,"avg","very_little","considering","STAY",12074
"zero",32795,66,79,839019,388,4,2,"unsat","little","no","STAY",18752
"one",150952,53,12,457002,598,3,6,"very_sat","high","considering","LEAVE",5466
"one",54851,189,13,175966,287,20,4,"very_sat","little","actively_looking_into_it","STAY",12381
"zero",151957,223,22,183836,721,28,4,"very_unsat","very_little","considering","LEAVE",12579
"one",45845,0,14,733404,177,0,1,"very_unsat","very_little","never_thought","STAY",15395
"zero",57169,0,21,236150,311,0,4,"unsat","little","actively_looking_into_it","STAY",14888
"zero",103542,0,21,686902,577,5,5,"very_unsat","very_high","no","LEAVE",15864
"zero",158839,70,12,374856,431,3,6,"very_unsat","little","considering","STAY",563
"one",24296,233,0,935106,211,28,8,"very_sat","very_little","no","STAY",9848
"one",106353,146,22,444367,667,29,5,"very_sat","little","never_thought","LEAVE",11470
"one",69370,205,67,927378,356,25,2,"unsat","little","perhaps","STAY",9681
"zero",159702,0,0,184429,473,0,15,"very_sat","very_high","never_thought","LEAVE",14698
"one",128016,53,0,664851,429,10,15,"very_unsat","high","considering","STAY",13178
"one",76504,0,21,736363,362,0,5,"very_sat","little","never_thought","STAY",13890
"one",143897,56,68,486458,660,3,1,"very_sat","little","actively_looking_into_it","STAY",7847
"one",43307,58,19,516600,181,3,6,"very_unsat","little","considering","LEAVE",19686
"one",31163,65,0,727277,215,4,8,"sat","little","no","STAY",19392
"zero",45921,187,89,283257,163,5,1,"unsat","little","considering","LEAVE",12985
"zero",35559,0,0,666179,138,0,2,"very_sat","very_little","no","STAY",15798
"one",40971,0,0,540114,249,0,15,"avg","little","actively_looking_into_it","LEAVE",1184
"one",40750,200,71,283641,209,16,1,"unsat","little","actively_looking_into_it","LEAVE",12986
"zero",103076,0,0,298368,729,1,12,"very_sat","little","considering","STAY",7399
"zero",27247,0,9,617445,172,1,6,"very_unsat","little","no","STAY",15325
"one",103605,50,76,322901,878,3,1,"very_unsat","high","never_thought","LEAVE",11772
"one",122233,0,0,950788,742,0,10,"avg","very_high","considering","STAY",15725
"one",31874,206,0,797889,180,16,10,"very_unsat","very_little","considering","STAY",13752
"one",22165,0,0,212375,168,25,5,"very_unsat","very_high","actively_looking_into_it","STAY",4850
"zero",56334,174,0,931285,309,29,9,"very_sat","very_high","no","LEAVE",4929
"zero",118902,62,13,470214,744,3,5,"very_unsat","very_high","actively_looking_into_it","LEAVE",6883
"one",25772,0,0,238754,193,0,15,"very_unsat","little","considering","STAY",10056
"one",126346,184,0,196904,843,18,14,"very_unsat","little","no","LEAVE",15376
"one",135162,77,0,562726,410,23,12,"very_sat","avg","no","LEAVE",7925
"one",130666,179,46,866331,417,23,2,"sat","little","no","LEAVE",15793
"one",79391,0,81,558528,333,1,2,"very_unsat","avg","never_thought","LEAVE",1902
"zero",97660,77,11,176090,343,5,5,"very_unsat","little","actively_looking_into_it","STAY",19627
"zero",63362,0,0,698246,175,1,8,"very_unsat","very_little","actively_looking_into_it","STAY",357
"one",45438,223,54,334673,171,20,1,"very_sat","high","no","LEAVE",2037
"zero",40982,0,0,277821,205,0,11,"avg","little","considering","LEAVE",10090
"zero",128696,0,30,985933,703,4,1,"avg","avg","never_thought","STAY",19177
"zero",118522,0,78,225408,872,1,1,"avg","avg","actively_looking_into_it","STAY",10824
"zero",106376,0,0,600469,852,0,10,"very_unsat","little","no","LEAVE",19713
"one",44119,0,23,314892,171,0,6,"very_sat","very_high","considering","LEAVE",16535
"one",69067,67,46,209656,379,5,2,"unsat","very_high","considering","STAY",15327
"zero",93739,36,0,180900,258,4,14,"very_unsat","very_high","considering","LEAVE",13143
"zero",54296,0,0,165407,323,1,14,"very_unsat","little","considering","LEAVE",13563
"one",53967,68,20,178614,275,5,1,"very_sat","little","actively_looking_into_it","STAY",19130
"zero",40261,38,10,175711,161,26,6,"sat","little","considering","LEAVE",14335
"one",94896,0,86,471028,236,1,2,"very_unsat","little","actively_looking_into_it","LEAVE",3011
"zero",40218,241,49,353968,243,14,1,"very_sat","little","never_thought","LEAVE",17539
"zero",137010,203,29,224693,217,17,9,"very_unsat","very_little","perhaps","STAY",14448
"one",58588,0,0,439921,308,0,11,"sat","little","considering","LEAVE",6353
"zero",149035,0,0,700360,801,0,10,"very_unsat","very_high","considering","LEAVE",17064
"zero",116612,0,7,755629,857,1,5,"very_sat","little","actively_looking_into_it","STAY",1648
"zero",34351,57,0,392469,240,5,15,"very_unsat","very_high","no","LEAVE",14152
"one",124559,0,74,172897,514,0,2,"avg","very_high","no","LEAVE",5250
"one",118884,0,70,273156,652,1,2,"avg","avg","considering","LEAVE",11411
